x,y
240,94
249,94
207,124
197,132
212,131
206,145
206,159
209,189
176,76
229,77
179,136
226,135
151,64
189,66
212,65
252,65
151,79
166,77
186,79
219,77
239,77
253,78
202,110
192,113
210,113
202,129
203,149
203,173
168,87
224,85
175,151
222,149
143,75
184,76
206,75
247,74
141,91
157,88
181,90
213,86
235,86
250,88
196,124
186,126
206,126
198,145
197,159
198,187
182,79
238,78
181,134
239,132
157,64
197,66
220,64
261,65
158,80
171,79
194,81
227,79
247,77
263,79
207,116
199,116
221,116
210,130
209,154
211,180
170,98
225,96
165,148
229,147
144,84
183,84
205,83
248,83
143,98
160,99
180,99
215,99
235,97
250,99
194,131
184,134
206,134
195,145
196,168
198,198
176,69
233,69
180,133
230,132
150,55
190,55
215,56
258,56
150,73
165,70
187,71
223,71
244,69
260,71
201,108
192,110
214,109
204,126
205,149
205,175
168,73
227,70
173,136
227,135
142,61
183,60
206,59
251,56
143,76
157,74
181,75
217,72
238,71
254,73
196,112
188,115
208,113
198,132
199,147
201,176
172,79
228,78
173,139
227,139
145,63
186,66
209,66
253,66
143,83
160,79
182,80
219,79
239,79
253,83
196,117
188,117
208,117
198,134
199,151
199,181
174,88
234,86
179,153
234,151
147,72
189,75
214,75
260,73
146,90
163,87
187,90
223,88
246,87
261,88
202,128
193,130
214,128
203,147
203,169
205,195
172,90
233,88
173,154
232,153
144,75
187,76
213,75
258,74
143,90
161,89
184,92
221,89
243,89
261,91
200,132
190,133
212,132
201,153
201,165
201,195
162,92
223,91
168,166
217,164
135,78
179,85
202,79
249,77
132,93
150,94
174,96
211,94
234,92
253,93
190,138
180,141
202,140
190,163
191,176
192,201
181,46
235,47
182,101
235,100
157,32
197,31
219,31
259,35
156,47
171,46
193,46
225,47
247,47
261,50
207,72
199,78
218,78
208,95
207,109
207,140
171,68
229,69
173,130
230,131
149,54
188,55
213,54
257,57
147,70
163,69
185,71
221,71
241,71
257,72
197,105
188,109
209,108
198,126
199,140
199,171
181,80
240,79
181,146
240,145
152,65
196,67
222,67
267,67
150,79
168,80
192,83
229,82
252,81
269,84
210,122
198,124
223,122
210,139
208,162
208,192
172,91
234,89
177,157
235,153
144,75
189,80
213,77
260,75
144,94
160,92
184,94
221,92
245,89
261,92
201,130
191,135
213,134
202,153
203,168
203,199
177,85
234,83
179,146
236,143
151,69
195,69
219,70
257,67
148,86
167,85
189,86
224,84
245,82
258,85
212,121
199,124
222,123
210,140
210,162
210,190
171,91
236,89
173,157
238,153
143,74
188,77
215,74
264,75
139,92
160,91
184,93
223,92
248,89
266,94
199,134
191,136
215,134
202,152
202,171
204,205
173,90
238,89
175,162
236,162
143,73
191,77
218,76
267,76
141,90
161,91
186,94
226,93
252,91
269,94
205,139
192,138
217,138
205,155
207,180
207,210
177,79
240,79
177,149
238,149
146,64
193,64
219,63
269,66
149,79
164,79
189,81
228,80
253,79
272,84
207,120
195,124
217,123
208,145
207,164
207,195
168,100
236,99
169,169
236,168
138,81
184,84
216,84
264,82
140,100
157,101
181,103
223,102
247,100
266,102
198,147
187,149
213,147
200,165
201,188
203,219
165,94
229,94
170,159
229,158
137,77
182,79
211,78
255,75
136,96
153,96
178,95
218,94
241,94
261,94
196,136
185,139
209,138
198,156
198,176
200,205
131,66
181,73
123,124
170,129
110,46
150,55
172,57
205,63
104,61
122,64
141,68
173,73
192,74
202,79
156,107
144,105
163,108
148,124
145,140
142,164
151,15
202,12
159,71
202,66
137,1
170,-3
188,-3
219,-2
129,16
140,15
159,15
193,12
211,12
220,12
181,43
168,46
194,44
182,61
182,79
183,109
176,72
222,69
181,126
222,123
158,63
186,63
210,61
240,58
156,74
167,73
182,73
214,71
230,68
241,71
199,104
189,103
210,102
199,123
199,134
201,164
173,72
219,70
177,122
220,121
157,64
185,63
210,62
238,62
153,74
165,74
181,73
212,72
229,71
238,74
198,107
186,105
210,104
198,118
199,132
197,155
176,72
222,67
181,124
221,120
158,65
187,63
212,59
237,58
155,74
166,73
182,72
214,68
228,67
238,69
203,106
191,102
213,102
203,117
204,130
206,156
180,68
225,67
183,119
221,117
163,61
193,59
217,56
241,57
160,71
171,70
187,69
217,69
233,66
242,70
206,99
193,99
216,99
205,114
204,128
205,151
178,65
225,63
183,119
221,117
160,55
189,54
213,50
241,50
159,67
170,66
185,66
216,64
232,63
242,63
202,93
194,95
213,94
202,114
203,126
204,153
179,65
225,63
184,115
225,112
161,56
192,56
215,53
240,53
158,67
171,67
187,66
217,63
233,62
242,65
205,94
194,94
216,93
204,110
205,124
206,147
178,64
223,62
185,117
223,115
162,54
190,53
213,52
238,50
160,64
170,65
185,65
216,63
231,61
239,60
204,93
194,93
213,94
203,112
203,125
205,150
181,69
227,68
187,118
223,118
165,61
194,61
217,60
241,58
162,70
174,70
189,70
219,69
234,67
244,69
206,98
194,99
215,99
205,114
205,126
205,150
172,53
216,51
177,98
216,97
157,42
182,41
204,40
230,40
156,54
164,53
180,54
208,51
223,52
233,53
192,75
184,78
202,77
193,93
193,105
193,129
178,67
223,66
181,120
220,117
162,59
190,59
215,56
237,54
159,68
170,68
185,69
216,67
231,65
241,66
201,100
191,99
214,96
201,114
202,133
201,157
177,73
223,72
178,125
220,124
156,66
188,68
211,66
240,65
155,74
168,73
184,74
214,74
230,73
239,73
198,111
188,107
210,107
198,120
198,135
198,161
185,70
233,66
190,125
230,122
164,63
197,60
222,58
248,53
166,71
176,70
192,70
226,67
240,65
251,64
213,105
200,100
222,100
212,119
212,131
214,163
183,70
232,67
187,122
230,119
167,60
197,61
221,58
249,60
163,70
175,69
191,70
224,69
239,67
249,69
209,106
197,101
219,101
207,118
208,130
210,155
184,78
232,77
188,132
227,130
166,71
197,72
222,69
251,71
163,81
177,78
191,80
224,79
239,77
249,79
206,117
195,113
219,113
207,126
207,142
208,169
183,75
231,76
183,130
224,133
164,67
197,68
220,68
249,69
163,73
175,74
190,77
223,78
239,77
249,79
206,114
194,110
215,111
203,129
203,138
200,164
182,55
228,54
184,107
226,106
164,46
194,45
219,42
246,45
160,57
173,56
188,56
222,54
235,54
246,57
205,83
194,84
216,83
205,99
206,115
205,143
171,50
218,50
173,100
210,101
159,39
180,39
205,38
230,38
156,50
163,50
177,50
210,50
224,50
237,52
185,72
179,76
198,76
189,94
189,106
188,135
183,67
231,67
184,120
228,118
166,57
194,60
219,58
247,58
164,66
175,67
191,68
223,67
238,67
248,67
206,101
194,99
217,99
206,114
206,126
206,152
166,56
215,54
173,109
215,108
154,45
179,45
204,43
231,45
150,58
161,57
174,57
207,55
222,55
231,57
190,85
181,85
201,85
191,103
191,114
192,145
173,64
218,62
174,114
218,111
153,52
181,55
208,52
234,52
152,63
163,64
179,65
210,63
227,63
236,62
196,96
184,94
207,93
196,108
197,122
198,147
178,71
225,71
179,122
223,120
159,63
190,63
214,61
241,59
159,72
170,71
185,72
217,72
234,71
243,71
202,105
191,104
213,103
202,118
202,131
202,156
175,67
221,67
180,117
221,114
156,60
185,60
210,57
236,58
155,69
166,69
181,69
214,67
230,67
239,67
198,101
187,100
210,99
200,113
200,123
200,150
170,66
217,64
173,118
215,117
156,56
182,58
205,56
231,54
152,65
163,66
177,67
208,66
224,65
234,66
191,99
181,96
204,96
193,111
193,132
192,155
172,65
217,63
175,115
217,114
156,57
182,56
208,51
235,54
153,65
164,66
179,68
209,65
225,63
234,64
193,95
184,96
204,95
195,111
196,124
197,149
168,63
215,61
173,113
213,113
151,52
179,54
204,52
228,52
149,63
160,64
175,64
207,62
222,63
229,64
191,92
180,93
202,93
190,108
192,120
189,145
167,64
216,64
173,114
214,114
154,55
181,55
204,54
232,54
151,64
161,65
175,65
208,64
224,64
234,64
192,93
181,95
203,94
192,109
193,121
193,148
167,61
216,60
172,112
209,112
151,53
183,53
205,51
235,53
152,63
161,63
176,62
208,61
223,60
232,61
192,88
182,91
202,91
190,106
191,120
191,149
177,63
224,66
176,115
216,115
159,54
189,54
215,53
241,57
157,62
170,64
183,64
216,66
231,66
240,66
200,95
189,94
210,96
196,111
196,127
196,154
177,64
226,63
177,114
220,113
160,53
189,56
214,53
243,57
158,64
170,64
184,65
217,64
231,64
242,65
201,96
188,93
211,94
200,107
198,126
198,154
175,63
223,63
179,115
223,113
159,54
189,55
213,53
241,54
156,63
169,64
183,64
215,63
230,63
241,63
200,93
189,94
211,92
199,108
201,122
201,152
173,65
219,64
174,117
222,114
152,59
184,55
209,54
236,56
154,67
164,66
179,66
212,65
226,65
238,63
197,97
186,96
207,95
198,111
198,124
198,152
175,67
222,66
175,116
222,114
157,57
186,58
212,57
238,56
157,68
168,67
182,68
214,67
229,66
239,67
200,100
187,97
210,97
199,110
199,124
198,152
175,67
222,66
175,116
221,116
159,57
186,58
212,57
240,57
157,68
168,67
182,68
214,67
229,66
239,67
200,100
187,97
210,97
198,111
198,125
198,153
180,65
225,63
182,114
228,111
161,56
190,55
215,53
243,55
161,66
172,66
186,67
218,64
233,63
243,61
205,95
194,96
216,94
204,108
204,121
206,148
174,67
220,64
177,117
222,114
153,59
187,59
210,56
236,54
154,69
165,68
181,68
212,66
226,64
238,63
200,100
187,96
211,95
200,111
200,125
200,152
177,60
223,58
181,113
225,109
156,52
186,50
214,48
242,51
156,63
169,61
184,63
217,59
232,59
241,61
202,95
190,91
213,91
202,105
204,121
203,149
170,58
215,54
175,106
222,101
151,50
180,47
204,43
232,44
150,61
161,59
176,58
208,55
223,54
233,53
194,86
183,85
205,84
194,98
196,113
200,139
171,63
218,62
171,117
221,115
149,57
182,54
207,51
238,52
148,67
159,65
178,64
208,63
228,62
238,65
195,96
184,96
206,95
195,111
195,125
195,156
173,59
219,55
177,112
225,107
152,51
186,48
209,46
237,44
153,63
165,60
179,59
212,57
227,55
236,55
199,91
189,89
210,88
200,103
200,120
202,147
179,68
217,68
185,106
217,105
167,61
190,62
210,62
231,62
165,70
173,70
185,69
212,69
225,68
235,68
203,84
196,90
209,90
203,102
203,114
203,134
178,71
216,68
182,105
217,104
164,65
187,62
205,63
227,61
161,74
172,71
183,71
210,69
224,68
230,68
202,86
195,92
206,90
201,100
202,113
200,131
175,72
214,72
181,111
211,110
163,67
184,66
202,67
226,65
157,74
169,74
181,73
208,73
220,73
231,72
198,91
190,95
203,95
197,106
197,117
198,136
173,74
211,72
181,111
211,110
160,70
181,68
200,68
223,64
157,76
167,76
180,75
205,73
218,73
228,71
197,92
189,97
203,96
196,107
197,120
197,136
174,74
211,70
181,111
212,109
160,69
181,67
201,65
223,63
158,78
167,75
181,73
205,72
218,70
229,69
197,89
190,95
203,95
197,106
198,118
199,134
172,72
210,70
180,110
210,108
158,68
180,65
196,65
221,63
157,75
167,74
179,73
203,71
216,70
227,71
194,87
188,94
201,92
195,105
196,118
197,135
180,62
218,61
187,100
214,99
166,55
188,52
206,52
227,51
164,66
173,63
186,62
211,61
223,61
232,62
201,70
196,79
206,78
200,90
201,110
202,128
173,74
210,73
179,113
208,112
159,70
181,68
199,69
222,66
157,78
167,75
178,75
204,75
216,74
226,74
195,92
189,96
201,96
194,108
194,121
194,136
173,71
210,70
179,108
207,107
161,66
183,64
198,65
222,63
159,74
167,72
179,72
204,71
217,71
226,70
193,87
188,93
199,93
193,104
193,116
195,134
172,73
209,72
177,111
206,108
158,67
179,66
197,67
219,64
156,74
166,74
178,74
203,72
215,72
224,72
193,90
187,94
198,94
192,106
194,118
194,136
172,74
209,73
177,111
207,109
159,68
179,67
197,67
221,65
157,76
166,74
177,75
202,74
215,73
226,74
192,90
186,95
198,95
192,107
193,115
193,134
174,69
210,68
177,104
212,102
161,64
182,61
198,62
223,60
158,71
168,70
180,69
205,68
217,68
229,67
195,84
189,88
202,88
195,98
195,111
197,132
173,74
210,72
179,110
211,108
163,68
181,68
199,68
223,64
157,76
168,75
180,74
206,74
216,73
228,73
194,91
188,96
202,95
195,105
195,118
197,136
173,74
209,73
178,112
206,109
158,68
179,67
196,68
221,66
157,77
166,75
178,75
203,73
215,74
225,74
193,93
188,97
198,96
191,107
192,119
194,137
177,76
214,75
181,114
211,113
163,72
184,70
203,73
225,69
158,78
171,77
182,77
208,77
220,76
232,76
199,97
191,100
204,100
198,111
197,123
198,140
171,75
208,74
177,112
206,110
159,69
178,70
195,68
219,65
156,76
165,76
177,76
202,75
214,73
225,73
192,94
186,98
198,97
192,107
193,121
193,136
176,72
214,71
181,109
212,107
164,65
185,64
203,66
226,64
162,72
170,71
183,72
208,71
220,71
230,72
197,89
191,93
203,94
197,103
196,118
196,133
173,76
210,75
180,114
207,113
161,72
182,71
199,71
223,70
156,79
167,77
179,78
204,77
216,75
226,76
195,96
189,100
201,99
194,110
195,121
194,137
174,74
211,72
181,111
209,109
160,67
183,68
199,67
223,65
158,77
168,74
180,75
205,74
217,73
228,72
195,91
189,96
201,95
195,106
196,121
196,137
168,75
205,72
176,112
208,109
155,71
175,69
193,68
216,63
153,79
162,77
174,76
199,74
211,71
222,73
188,92
183,96
197,96
190,107
192,117
194,134
174,74
212,75
179,112
206,112
163,68
182,69
201,71
226,72
159,75
168,75
180,75
206,76
218,76
230,78
195,95
188,98
201,98
193,110
194,121
193,137
176,77
214,76
181,115
209,114
162,72
183,70
202,72
225,69
160,79
169,77
181,77
206,77
219,77
230,76
198,96
189,100
204,100
196,111
196,122
196,139
177,66
214,66
182,104
211,103
165,60
185,58
203,60
226,59
159,68
171,67
183,67
207,67
219,67
230,70
199,81
192,87
203,85
198,99
198,111
198,128
170,73
206,70
177,110
207,107
158,67
178,65
196,64
218,62
155,75
165,73
176,73
201,71
214,70
225,69
193,88
187,93
198,92
192,104
194,115
196,133
179,73
216,73
185,111
213,111
165,67
189,67
208,68
230,67
162,76
174,74
185,75
211,74
223,74
233,75
202,93
194,96
206,96
200,106
199,120
198,137
175,76
213,75
182,114
210,113
162,71
184,71
203,71
225,68
160,79
170,78
182,78
207,77
219,76
230,77
198,96
191,100
205,99
197,110
197,122
197,138
173,73
210,71
178,110
208,109
159,67
180,67
197,66
220,65
155,75
166,74
178,74
203,73
215,72
226,72
193,89
186,94
199,94
192,105
193,117
193,134
175,71
212,72
179,110
208,109
163,66
184,65
200,67
223,64
160,72
169,72
181,73
206,73
219,73
227,73
195,89
188,94
200,95
195,105
194,120
194,135
175,71
213,73
179,108
207,109
163,66
184,64
202,67
225,67
160,72
170,71
182,72
207,73
219,74
228,75
194,89
189,94
202,94
194,105
193,117
191,134
229,72
283,72
233,129
275,130
210,66
241,65
275,66
301,63
204,72
218,71
238,74
275,74
293,74
303,72
257,110
245,111
266,112
255,130
255,142
253,167
208,70
252,69
213,117
247,116
193,65
217,63
242,64
265,61
189,72
199,70
216,71
244,71
259,69
269,69
230,99
222,100
239,101
230,116
230,126
231,146
209,80
257,79
214,128
253,129
194,75
220,75
249,72
272,70
187,80
199,80
218,81
248,79
264,78
275,77
234,112
226,114
243,114
234,127
235,136
234,156
212,82
261,80
218,134
257,134
195,77
223,76
249,76
275,71
187,84
202,82
220,84
253,82
268,80
279,79
237,115
227,116
248,116
238,132
238,144
239,164
194,90
244,87
201,143
241,142
175,83
205,84
234,81
259,78
168,92
184,90
202,91
236,89
252,86
262,86
220,125
211,125
231,125
221,141
222,156
222,174
198,87
249,85
204,138
248,138
184,81
208,80
240,79
264,75
176,87
189,87
208,88
241,86
257,84
267,84
223,120
215,122
234,121
224,138
224,149
222,169
207,84
258,82
212,135
255,135
189,78
220,76
248,76
271,72
183,84
198,84
216,84
249,84
266,82
275,81
234,117
225,118
245,118
234,135
234,147
234,168
207,82
258,82
212,135
256,135
192,75
219,75
248,75
272,72
184,83
196,83
216,84
249,83
267,82
278,82
234,114
224,116
242,116
233,134
232,150
232,170
206,81
258,79
212,134
257,133
191,74
222,74
247,73
272,69
183,81
197,81
216,82
249,81
267,79
276,78
234,111
225,115
244,115
235,133
235,146
233,167
208,75
259,73
215,130
259,128
191,69
223,68
248,66
274,63
184,76
198,76
218,76
252,75
268,72
279,72
236,108
227,110
245,109
237,128
237,141
236,163
197,78
248,75
206,134
246,133
180,73
209,70
237,69
264,65
171,79
186,79
205,78
239,77
258,75
268,74
223,110
216,113
234,111
224,130
224,147
225,167
190,71
241,68
198,124
238,124
173,65
202,63
230,57
257,56
165,73
180,72
199,71
232,69
249,68
259,68
216,98
208,102
226,101
218,120
217,136
216,158
198,82
251,80
203,137
248,138
181,75
207,75
241,74
267,68
174,83
188,82
207,83
242,82
260,80
270,79
223,115
215,118
234,117
224,136
224,151
223,170
207,76
259,73
211,130
258,128
189,71
217,69
248,67
274,63
182,78
197,77
216,77
250,76
268,74
278,73
234,107
225,110
244,109
235,128
236,142
236,165
204,75
256,73
212,131
253,130
187,69
212,64
248,63
271,60
181,78
194,76
213,76
247,74
264,73
274,72
230,105
222,108
240,107
232,126
232,144
233,165
204,86
257,84
210,141
255,138
186,78
218,75
245,73
272,71
177,89
194,86
213,87
247,85
266,82
277,80
231,119
221,121
243,121
233,138
233,151
233,174
204,76
255,73
210,129
253,128
188,70
215,66
244,66
269,63
180,77
194,76
214,76
246,75
264,73
274,73
230,106
222,108
240,107
231,125
232,141
231,162
205,82
257,81
210,135
255,135
189,76
217,75
245,75
271,71
182,84
195,83
214,84
248,82
264,80
274,80
231,115
223,117
241,116
232,133
231,149
231,169
201,83
254,80
209,138
251,137
183,79
214,75
243,73
268,70
177,84
192,84
211,83
245,80
263,80
273,79
230,117
220,117
240,116
230,134
230,150
229,172
204,78
257,77
209,131
254,130
188,74
218,71
246,68
269,66
179,79
195,79
214,79
246,78
265,77
275,76
231,109
223,111
240,111
231,129
231,143
230,165
209,80
261,78
215,134
257,134
193,74
219,71
252,69
276,67
185,81
199,80
218,81
252,79
269,78
279,79
236,110
227,113
246,113
237,131
237,147
236,168
212,78
264,79
217,134
257,135
194,74
224,71
253,72
279,69
188,79
202,79
222,79
255,80
272,80
281,79
239,111
230,113
248,113
237,131
236,148
233,168
205,72
256,70
212,126
253,125
189,67
216,64
245,64
272,59
181,74
196,73
214,73
248,71
265,70
276,70
231,105
223,107
243,105
232,123
232,138
231,158
194,74
245,72
199,126
244,125
177,68
207,63
233,64
258,62
172,77
184,74
203,75
237,72
254,72
263,73
219,103
211,107
230,106
221,124
222,138
221,160
199,71
250,68
206,125
246,125
181,67
211,60
239,59
262,57
177,74
188,72
208,71
242,70
258,69
269,68
225,97
217,102
235,101
226,120
227,138
226,160
200,70
251,67
207,125
248,122
182,65
211,62
241,59
264,57
175,73
189,72
209,71
241,69
259,68
269,68
227,98
219,101
236,100
227,119
229,136
228,158
208,75
260,73
214,130
256,129
189,70
218,67
248,65
274,62
185,78
197,75
217,76
250,74
268,73
278,73
235,105
226,108
244,107
236,126
236,140
236,164
205,68
255,66
213,122
254,121
187,65
217,58
244,57
269,55
181,72
196,69
214,68
247,67
263,66
275,66
231,93
224,98
240,97
233,116
232,133
232,156
208,75
260,73
213,130
258,128
189,71
219,67
251,63
274,60
184,77
197,76
218,76
252,74
267,73
278,72
235,105
227,109
244,107
236,126
236,140
236,163
206,79
257,76
213,134
254,133
188,75
218,71
246,71
270,66
181,82
195,80
215,80
247,79
265,76
276,76
233,110
224,113
242,112
234,130
233,146
232,168
216,79
267,79
220,134
261,135
198,75
228,73
258,71
281,71
192,81
206,79
224,81
259,81
274,80
286,80
242,116
232,115
252,115
240,133
240,148
240,168
207,79
260,77
216,134
255,134
191,73
219,72
248,68
272,65
184,82
197,80
217,80
251,78
268,76
277,76
235,109
226,112
244,111
236,130
235,148
236,168
210,76
260,74
215,130
258,129
192,71
222,68
251,67
274,63
185,77
199,77
218,77
252,75
269,75
279,74
236,107
228,109
245,109
237,126
238,143
237,164
208,84
260,82
212,137
260,136
191,79
217,75
248,73
273,72
185,86
198,85
217,84
251,84
268,82
278,81
234,113
226,117
244,116
234,134
234,148
233,172
206,89
259,88
213,146
254,147
188,85
218,79
248,79
273,76
182,92
196,90
215,91
250,89
268,88
278,88
233,121
224,124
242,123
233,142
233,161
232,181
203,86
255,84
209,139
254,137
185,81
215,74
245,73
268,71
180,88
193,87
212,86
247,84
264,83
274,84
230,114
221,117
240,117
231,135
232,150
231,174
204,87
257,84
210,140
256,139
187,80
215,77
247,76
273,73
181,89
195,88
214,88
248,86
265,84
276,85
231,117
223,120
241,118
232,137
233,151
232,176
204,88
257,87
211,145
255,144
187,83
216,78
247,78
271,75
180,91
194,90
213,89
248,89
265,87
276,87
231,118
223,122
241,121
232,141
231,155
230,179
198,89
249,86
203,142
248,141
180,84
208,76
238,75
264,74
175,92
188,90
206,90
240,87
258,86
269,86
225,117
216,121
235,120
226,139
226,156
226,179
199,86
251,83
206,140
250,139
179,81
210,73
240,71
266,71
176,89
189,87
207,87
243,84
260,84
270,84
225,112
217,116
235,116
226,135
226,155
227,177
198,86
253,84
205,140
250,140
178,79
212,73
240,71
266,73
174,88
187,87
207,86
243,85
261,84
271,84
226,114
218,117
236,117
227,136
226,150
225,175
202,84
254,83
205,134
253,134
188,75
219,72
246,71
269,73
179,84
193,84
213,85
246,84
262,83
274,83
228,116
219,117
240,117
229,134
230,149
230,172
208,88
260,88
213,142
255,142
191,81
219,76
250,77
276,75
182,89
198,89
216,88
251,89
268,88
279,88
234,119
225,120
244,121
234,139
235,151
233,176
202,95
256,93
208,150
253,149
185,88
216,84
248,84
271,79
177,96
192,96
212,96
247,95
265,92
275,91
231,129
221,131
242,130
231,147
231,166
229,187
200,87
251,85
206,141
248,141
182,81
210,75
241,75
266,73
176,89
189,88
209,88
243,86
260,84
271,84
226,118
216,120
236,120
227,137
227,151
227,175
205,77
258,75
213,135
254,133
187,71
219,67
244,66
273,63
180,79
194,78
215,79
249,76
268,76
276,76
233,105
224,110
244,109
234,130
234,147
232,170
203,80
256,78
212,137
251,137
187,74
219,69
246,69
270,65
180,82
193,81
212,81
247,79
265,78
275,79
230,109
221,114
241,113
230,133
230,150
229,174
204,76
257,75
209,130
254,129
187,69
215,63
246,65
270,63
179,78
193,77
212,78
247,76
265,76
275,77
232,104
223,108
242,108
232,126
232,141
231,166
210,73
260,71
216,123
258,124
194,67
222,62
247,63
273,61
188,74
201,74
219,74
251,72
269,72
278,72
236,100
228,103
244,103
237,121
237,132
236,155
201,77
251,74
207,129
250,127
184,72
211,66
240,64
265,61
178,80
191,78
209,78
242,76
259,74
270,74
225,101
217,108
235,107
227,125
227,137
227,160
164,137
225,130
174,196
216,194
141,123
181,121
205,116
242,110
134,137
152,137
172,136
215,130
233,129
249,127
196,172
184,173
210,173
196,190
194,208
197,236
164,100
218,93
170,148
213,145
143,90
177,82
200,77
236,78
140,105
153,102
172,99
210,94
229,93
242,93
190,114
181,123
199,122
190,134
192,161
195,188
160,101
218,96
168,154
210,153
141,88
175,79
197,75
234,76
139,104
150,103
169,101
208,98
227,96
240,99
186,122
177,130
198,130
186,143
189,171
189,199
163,91
220,87
164,151
213,147
141,80
175,67
199,66
235,72
136,101
150,95
169,91
208,88
229,89
244,95
185,108
177,121
196,120
185,134
186,162
189,196
156,82
215,78
161,144
210,141
134,74
172,59
195,58
231,65
130,89
145,85
165,84
204,80
226,82
241,84
180,102
173,113
194,112
182,129
184,153
184,188
154,87
218,84
161,142
211,141
136,76
173,67
197,65
235,68
135,91
147,89
165,86
208,85
227,85
242,89
181,98
173,110
192,110
182,125
184,151
182,189
160,100
223,93
168,163
219,157
136,89
175,82
203,78
245,78
132,105
149,103
170,99
213,95
234,94
250,94
186,121
178,131
201,130
192,148
194,175
197,207
161,97
223,93
167,164
215,162
139,88
179,76
206,77
245,81
133,104
151,101
171,100
215,96
234,97
250,99
190,127
182,134
201,134
189,150
190,180
193,209
164,98
224,94
167,157
216,154
141,83
180,71
206,69
244,76
137,102
152,99
172,98
215,95
235,95
249,96
189,117
180,128
202,127
189,141
191,171
194,202
158,96
220,93
165,160
210,159
137,85
172,76
202,75
241,81
132,102
146,100
169,97
211,95
231,96
245,97
185,120
177,131
197,130
185,149
185,171
184,205
161,93
222,92
162,155
210,155
139,82
177,75
201,75
240,80
133,101
149,97
170,94
209,94
231,95
242,96
186,120
177,129
197,130
183,142
184,172
184,203
159,88
217,84
162,149
211,148
137,78
177,67
198,65
235,72
133,96
147,92
168,89
209,87
227,88
242,92
184,108
175,120
196,119
184,136
184,159
185,193
157,96
218,92
163,162
209,160
135,88
174,81
198,78
237,82
131,105
147,100
167,98
208,96
228,97
241,99
183,122
175,131
195,131
184,149
185,174
185,207
161,92
223,89
168,158
217,155
140,83
178,75
204,73
243,78
135,101
152,96
172,93
214,91
233,92
248,94
189,116
180,127
201,127
190,144
191,170
192,203
157,96
217,92
160,163
213,159
134,88
173,81
199,78
237,80
130,107
146,101
166,98
208,94
228,96
244,98
185,122
176,131
196,130
185,149
186,178
187,206
162,100
223,97
165,164
213,163
139,91
179,84
203,82
243,87
135,108
151,105
172,102
214,100
233,103
248,105
189,128
180,137
201,138
186,149
189,180
190,211
161,110
223,108
165,167
215,167
138,95
178,89
202,86
243,90
134,109
149,109
169,109
213,108
232,108
247,109
189,130
178,139
198,140
187,155
188,179
188,214
153,113
218,110
157,169
210,169
133,98
173,92
197,88
236,91
129,114
140,113
165,111
207,110
229,112
241,110
181,134
171,143
193,143
180,160
181,175
184,212
157,113
220,112
158,167
211,171
137,97
179,97
198,96
238,97
134,111
148,113
168,113
211,113
231,114
244,114
181,140
173,146
194,147
182,165
180,181
178,214
166,113
226,113
167,169
216,172
145,96
186,94
208,93
245,96
140,111
154,112
175,112
217,113
236,114
247,114
192,133
183,142
202,143
190,159
190,181
187,217
163,108
220,109
164,161
210,163
142,94
180,91
202,91
239,93
135,108
152,108
172,108
212,109
231,109
241,109
191,131
180,138
200,139
188,154
188,169
185,205
160,99
218,96
165,157
211,157
138,89
175,80
198,78
235,84
135,106
150,102
168,100
208,98
227,99
241,101
187,122
177,132
197,131
187,146
187,164
185,200
159,113
216,109
161,165
214,162
134,102
173,97
197,94
234,94
132,116
147,114
168,112
207,110
229,110
241,110
185,133
175,141
197,141
187,157
188,175
190,210
167,113
230,110
173,169
219,168
145,102
187,95
208,93
244,94
142,116
157,114
175,112
220,110
239,110
250,109
196,134
185,143
206,142
195,159
195,179
196,212
165,110
225,109
168,165
222,160
143,97
183,92
202,92
240,91
138,112
153,111
171,109
216,109
235,109
245,109
192,130
183,138
204,138
194,151
196,179
196,210
168,159
232,155
178,221
222,223
143,146
188,147
214,146
253,138
138,158
155,159
177,159
222,157
243,154
256,151
201,201
189,202
213,202
200,218
199,234
197,262
188,71
228,70
196,116
226,115
172,63
197,62
215,61
244,64
171,72
181,72
193,72
222,71
234,70
246,70
210,86
204,92
216,92
210,105
210,126
211,147
193,67
229,68
201,106
226,106
179,62
203,60
219,60
244,62
178,68
188,68
200,68
224,67
236,68
247,68
213,81
208,87
219,87
213,99
213,114
212,134
166,79
204,75
174,116
207,111
153,71
174,71
191,70
217,65
151,79
160,79
172,79
198,75
210,75
221,74
184,93
181,99
193,98
189,110
190,121
194,140
187,77
227,77
193,121
225,120
173,68
198,70
217,69
244,68
171,79
181,78
194,79
221,78
234,78
245,78
209,96
203,101
215,101
209,116
209,127
209,148
183,83
224,82
189,126
224,124
169,73
195,75
213,76
238,75
165,83
176,83
189,84
217,84
230,82
244,83
205,104
198,108
213,107
208,119
207,137
206,157
184,71
222,71
191,109
220,108
174,63
194,64
211,63
235,61
170,72
180,72
191,72
218,71
228,71
241,70
206,87
200,92
212,92
205,103
206,115
207,134
182,77
222,77
189,121
219,121
169,68
195,69
212,68
237,71
165,78
176,78
189,78
217,79
229,78
240,77
202,94
197,100
209,99
202,112
203,131
205,151
181,79
222,78
189,121
220,119
167,71
192,72
209,71
236,71
164,81
175,80
186,79
216,79
228,79
242,76
203,96
198,102
210,101
203,115
203,126
204,148
182,93
225,93
188,141
224,139
165,84
193,86
214,85
243,84
165,94
175,94
